CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
PSYC9210,Lifespan Development,AI,Which statement about breastfeeding and attachment is supported by research?,Breastfeeding guarantees stronger attachment,Breastfeeding has no proven effect on attachment,Breastfeeding prevents later behavioural issues,Breastfeeding delays motor development,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which reflex causes an infant to turn their head toward a cheek touch?,Moro reflex,Rooting reflex,Babinski reflex,Stepping reflex,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which milestone typically appears first in gross motor development?,Sitting without support,Pulling to stand,Rolling over,Walking independently,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which statement reflects cross‑cultural findings on motor development?,Motor development unfolds identically across cultures,Parental practices influence motor development,Culture has no effect on motor skills,Motor skills depend solely on genetics,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"At birth, infant vision is approximately:",20/20,20/40,20/200,20/600,,,D,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Depth perception develops around the time infants:,Begin babbling,Learn to crawl,Say first words,Develop pincer grasp,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"According to Piaget, adjusting existing schemes to new information is called:",Assimilation,Accommodation,Equilibration,Organization,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Object permanence typically develops around:,2–3 months,4–6 months,8–9 months,12–15 months,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which behaviour demonstrates joint attention?,Infant cries when hungry,Infant follows caregiver’s gaze to a toy,Infant imitates a facial expression,Infant reaches for an object,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which language milestone typically occurs first?,First words,Two‑word utterances,Babbling,Telegraphic speech,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which is a primary emotion?,Jealousy,Pride,Embarrassment,Joy,,,D,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Self‑conscious emotions require:,Motor coordination,Self‑awareness,Language development,Attachment security,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which temperament type is characterized by irregular routines and intense reactions?,Easy,Difficult,Slow‑to‑warm‑up,Inhibited,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Kagan’s concept of behavioural inhibition refers to:,Preference for familiar toys,Avoidance and distress in unfamiliar situations,High activity level,Strong emotional regulation,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Effortful control involves:,Automatic reflexes,Inhibiting a dominant response,Increased motor activity,Reduced emotional expression,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"According to Erikson, the first year of life centers on:",Autonomy vs shame/doubt,Trust vs mistrust,Initiative vs guilt,Industry vs inferiority,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which behaviour demonstrates early self‑recognition?,Crying when hungry,Smiling at faces,Touching rouge on their own nose in a mirror,Following a moving object,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which attachment style involves using the caregiver as a secure base?,Insecure‑avoidant,Insecure‑resistant,Secure,Disorganized,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"In the Strange Situation, a child who clings then resists contact is:",Secure,Avoidant,Resistant,Disorganized,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which theory emphasizes contact comfort in attachment?,Freud’s oral theory,Erikson’s psychosocial theory,Bowlby’s ethological theory,Harlow’s research,,,D,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which statement reflects the ecological view of perception?,Perception is unrelated to action,Perception develops only through learning,Perception is designed for action,Infants cannot perceive patterns,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which behaviour shows social referencing?,Infant looks to caregiver’s face before crossing a visual cliff,Infant imitates a smile,Infant cries when hungry,Infant reaches for a toy,,,A,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which factor contributes to goodness of fit?,Ignoring temperament differences,Matching environment to child’s temperament,Expecting identical behaviour across children,Avoiding routine,,,B,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which milestone reflects fine motor development?,Rolling over,Sitting independently,Using a spoon,Crawling,,,C,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Pattern of growth from head to tail,,,,,,,Cephalocaudal pattern,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Infants spend more time in this sleep stage to promote brain development,,,,,,,REM sleep,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Shorter infant sleep duration is linked to lower cognitive and language development at this age,,,,,,,2 years,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Infant weight typically does this by their first birthday,,,,,,,Triples,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Primary source of nutrition for first 4–6 months,,,,,,,Human milk or formula,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Breastfeeding does not guarantee this type of bond,,,,,,,Attachment bond,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Reflex where infant turns head toward cheek touch,,,,,,,Rooting reflex,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Gross motor milestone: ability to roll over,,,,,,,Roll over,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Gross motor milestone: sitting without support,,,,,,,Sit without support,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Gross motor milestone: walking independently,,,,,,,Walk alone,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Fine motor milestone: refined reaching and grasping emerges around this age,,,,,,,1 year,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Newborn vision is approximately this level,,,,,,,20/600,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Infant vision improves to about 20/40 by this age,,,,,,,6 months,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Depth perception develops around the time infants begin to do this,,,,,,,Crawl,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Experiment used to measure infant depth perception,,,,,,,Visual cliff,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Piaget’s first stage of cognitive development,,,,,,,Sensorimotor stage,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Understanding that objects continue to exist when out of sight,,,,,,,Object permanence,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Two individuals focusing on the same object or event,,,,,,,Joint attention,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Infants can imitate facial expressions within this timeframe,,,,,,,First few days,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Cognitive grouping of similar objects or ideas,,,,,,,Concepts,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"Infant language sequence: crying, cooing, babbling, then this",,,,,,,Gestures,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Two-word combinations used by toddlers,,,,,,,Telegraphic speech,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Self-conscious emotions require this ability,,,,,,,Self awareness,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Using emotional cues from others to guide behaviour,,,,,,,Social referencing,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"Temperament type: positive mood, regular routines, adapts easily",,,,,,,Easy child,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"Temperament type: negative reactions, irregular routines",,,,,,,Difficult child,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,"Temperament type: low activity, somewhat negative, low intensity",,,,,,,Slow-to-warm-up child,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Kagan’s term for distress to unfamiliar situations,,,,,,,Behavioural inhibition,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Ability to inhibit dominant responses in favour of adaptive ones,,,,,,,Effortful control,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Match between temperament and environmental demands,,,,,,,Goodness of fit,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Erikson’s first psychosocial stage,,,,,,,Trust vs mistrust,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Erikson’s second psychosocial stage,,,,,,,Autonomy vs shame/doubt,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Understanding of self begins to emerge around this age,,,,,,,3 months,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Attachment style where infant uses caregiver as secure base,,,,,,,Secure attachment,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Attachment style where infant avoids caregiver,,,,,,,Insecure avoidant,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Attachment style where infant clings then resists caregiver,,,,,,,Insecure resistant,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Attachment style where infant appears confused or fearful,,,,,,,Insecure disorganized,Developmental Psychology: A Canadian Perspective,3 - Infancy and Toddlerhood
PSYC9210,Lifespan Development,AI,Which brain region undergoes rapid growth in early childhood and supports planning and organization?,Occipital lobe,Prefrontal cortex,Temporal lobe,Brainstem,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,What is the recommended amount of physical activity for young children?,1 hour per day,3 hours per day,30 minutes per day,5 hours per day,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Lack of exercise in early childhood is strongly linked to:,Improved sleep,Childhood obesity,Advanced motor skills,Higher self-esteem,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which gross motor skill typically emerges around age 4?,Hopping 50 feet,Pedaling a tricycle,Catching a tennis ball,Climbing stairs with alternating feet,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which fine motor skill is expected around age 6?,Copies circle,Turns pages,Ties shoes,Opposes thumb to finger,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which factor is the leading cause of death in early childhood?,Infectious disease,Accidents,Genetic disorders,Nutritional deficiencies,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which is a major risk factor for child abuse?,High academic achievement,Strong social support,Parental history of being abused,High socioeconomic status,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"According to Piaget, which characteristic defines the preoperational stage?",Logical reasoning,Egocentrism,Abstract thinking,Hypothetical reasoning,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,A child believes the sun is alive and follows them home. This is an example of:,Conservation,Animism,Centration,Reversibility,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,A child fails the beaker conservation task because they:,Lack object permanence,Cannot mentally reverse actions,Have poor motor skills,Do not understand language,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which memory strategy improves significantly during early childhood?,Implicit memory,Selective attention,Sensory memory,Flashbulb memory,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Overregularization is demonstrated when a child says:,Doggie for all animals,Daddy comed home,Ball for all round objects,I want that,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Understanding that others can hold false beliefs typically develops around:,Age 2,Age 3,Age 4–5,Age 6–7,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Play‑based learning in Ontario kindergarten programs emphasizes:,Individual worksheets,Shared play and collaboration,Strict academic instruction,Teacher‑led lectures,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"According to Erikson, the stage of autonomy vs shame/doubt occurs at:",1–2 years,2–3 years,3–5 years,6–7 years,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Initiative vs guilt is characterized by:,Learning trust,Developing independence through action,Understanding abstract rules,Mastering conservation tasks,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,High self-esteem in early childhood is associated with:,Lower wellbeing,Higher wellbeing,Poor motor skills,Increased aggression,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Low self-esteem in early childhood is linked to:,Improved academic performance,Obesity and disordered eating,Advanced language skills,Higher physical activity,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Self-conscious emotions such as pride and guilt require:,Egocentrism,Self-awareness,Motor coordination,Symbolic thought,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which is an example of a social stressor?,Poor nutrition,Exposure to toxins,Harsh parenting,Chronic illness,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which coping strategy involves focusing on the positive aspects of a situation?,Avoidance,Distraction,Positive cognitive restructuring,Problem solving,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"By age 6 or 7, aggression becomes:",Instrumental and object‑oriented,Hostile and person‑oriented,Rare and unintentional,Primarily verbal only,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which factor increases the likelihood of aggressive behaviour?,Warm parenting,Physical punishment,High self-esteem,Secure attachment,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,The 'sibling underworld' refers to:,Negative sibling rivalry,Shared experiences and private communication,Birth order effects,Parental favoritism,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which temperament type is characterized by adaptability and regular routines?,Difficult,Slow‑to‑warm‑up,Easy,Inhibited,,,C,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Which temperament type is often active, easily frustrated, and intense?",Easy,Difficult,Slow‑to‑warm‑up,Adaptable,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Goodness of fit refers to:,Matching parenting style to child’s temperament,Teaching children to adapt to parents,Ignoring temperament differences,Using identical expectations for all children,,,A,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which fine motor skill typically appears around age 5?,Using scissors,Forming letters,Turning pages,Copying a circle,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Which gross motor skill is typical of a 3‑year‑old?,Jumping rope,Hopping,Catching a tennis ball,Riding a bicycle,,,B,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Growth pattern in early childhood compared to infancy,,,,,,,Slower pace of growth,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Brain region undergoing rapid development for planning and organization,,,,,,,Prefrontal cortex,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Sleep problems in early childhood are associated with this health risk,,,,,,,Obesity,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Recommended daily physical activity for young children,,,,,,,3 hours,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Lack of exercise in early childhood contributes to this condition,,,,,,,Childhood obesity,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Gross motor skill typical of age 2,,,,,,,Runs and climbs stairs,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Fine motor skill typical of age 2,,,,,,,Throws or kicks a ball,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Gross motor skill typical of age 3,,,,,,,Hops,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Fine motor skill typical of age 3,,,,,,,Copies a circle,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Gross motor skill typical of age 4,,,,,,,Pedals a tricycle,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Fine motor skill typical of age 4,,,,,,,Copies a square,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Gross motor skill typical of age 5,,,,,,,Balances on one foot,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Fine motor skill typical of age 5,,,,,,,Forms letters,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Gross motor skill typical of age 6,,,,,,,Jumps rope,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Fine motor skill typical of age 6,,,,,,,Ties shoes,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Leading cause of death in early childhood,,,,,,,Accidents,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Risk factor for child abuse: caregiver mental health condition,,,,,,,Depression or PTSD,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Risk factor for child abuse: family context,,,,,,,Domestic violence,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Risk factor for child abuse: child characteristics,,,,,,,Disability,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Piaget stage for ages 2–7,,,,,,,Preoperational stage,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Inability to distinguish one's own perspective from others,,,,,,,Egocentrism,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Belief that inanimate objects have lifelike qualities,,,,,,,Animism,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Failure to understand that appearance changes do not alter properties,,,,,,,Lack of conservation,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Memory strategy that improves in early childhood,,,,,,,Selective attention,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Language error: applying a word too broadly,,,,,,,Overextension,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Language error: applying grammar rules to irregular words,,,,,,,Overregularization,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Ontario kindergarten programs emphasize this learning approach,,,,,,,Play-based learning,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Erikson stage for ages 2–3,,,,,,,Autonomy vs shame/doubt,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Erikson stage for ages 3–5,,,,,,,Initiative vs guilt,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,High self-esteem in early childhood is associated with this outcome,,,,,,,Wellbeing,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Low self-esteem is linked to this health risk,,,,,,,Obesity,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Foundation of self-esteem emerges from this relationship,,,,,,,Parent–child interaction,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Self-conscious emotions require this ability,,,,,,,Self-awareness,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Stress category involving other people, such as harsh parenting",,,,,,,Social stressor,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Stress category involving environment, such as poverty",,,,,,,Environmental stressor,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Stress category involving child's own health or exposure,,,,,,,Physical stressor,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Coping strategy: focusing on positive aspects,,,,,,,Positive cognitive restructuring,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Coping strategy: disengaging from the stressful event,,,,,,,Avoidance,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Children who believe aggression is acceptable are more likely to do this,,,,,,,Behave aggressively when provoked,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Sibling bond involving shared experiences and private communication,,,,,,,Sibling underworld,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Temperament type: adaptable, positive, regular routines",,,,,,,Easy temperament,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Temperament type: active, easily frustrated, intense",,,,,,,Intense temperament,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,"Temperament type: cautious, withdraws from new situations",,,,,,,Slow-to-warm-up temperament,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
PSYC9210,Lifespan Development,AI,Match between temperament and environment,,,,,,,Goodness of fit,Developmental Psychology: A Canadian Perspective,4 - Early Childhood
BSCN9200,Family Health,T,"A family includes a parent, a step-parent, two teenaged biological children of the parent, and an adult biological child of the step-parent. The adult child of the step-parent moves home after losing a job in another city. The family converts an office into another bedroom and redistributes household chores. The family members feel they are able to adjust to lifestyle changes. Which family attribute does this demonstrate?",Diversity,Durability,Resiliency,Composition,,,C,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,What is generally true about the current family structure of Indigenous peoples?,They tend to be smaller,They tend to have little diversity,"Each community has the same traditions, rituals, relationships and functions",They tend to have younger family members,,,D,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,"Which term is used for a family that includes a parent, a step-parent, and the biological children of each parent?",A nuclear family,A blended family,An extended family,Lone-parent family,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,What are factors that lead to grandparents raising grandchildren?,It is uncommon for grandparents to raise grandchildren,Cultural factors,Increase in dual-income families,Decrease in divorce rates,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,Which statistic accurately represents the number of older persons in Canada?,1 out of every 5 Canadians is an older person,1 out of every 7 Canadians is an older person,1 out of every 10 Canadians is an older person,1 out of every 15 Canadians is an older person,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,How does communication contribute to family resiliency?,It encourages family members to rely on health care providers,Communication is not important,It discourages expression of needs,It promotes the health of all members,,,D,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,"When nurses view the family as a patient, what is their primary focus?",The family within a system,The family process and relationships,The interactions between family members,The health and development of an individual family member,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,What is the first priority when providing care to a member of a family?,Assessing the needs of the entire family,Providing personal care to the ill member,Referring family members to community resources,Teaching caregivers needed procedures,,,A,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,Which of the following is an accurate description of a family?,A group of persons with similar personalities,A group of persons joined in a set of relationships,A group of persons related by marriage,A group of persons biologically related,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,What assumption is family nursing based on?,Every person is a member of some type of family form,Not everyone is a member of a family,It is more important to work with the individual,A change in one family member does not affect others,,,A,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,Which statement describes a societal trend affecting families today?,The economic status of families is improving,Adolescents living in blended families are more common,More families must care for aging parents while supporting children,Grandparents participate less in rearing grandchildren,,,C,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,Which aspect of families is an underused resource in family nursing?,The family’s social status,The family’s community environment,The family’s education and income,"The family’s spiritual or religious beliefs, rituals, and practices",,,D,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,"Family composition, gender, sexual orientation, rank order, subsystems, and boundaries are subcategories of which part of the family?",External structure,Internal structure,Context,Instrumental functioning,,,B,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,What is the nurse assessing when asking questions about instrumental functioning?,Activities of daily living,Communication processes,Range and types of feelings expressed,Nonverbal messages such as body language,,,A,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,"In family interviewing, observing multiple interactions simultaneously requires which skills?",Executive skills,Questioning skills,Conceptual skills,Perceptual skills,,,D,Canadian Fundamentals of Nursing,20 - Family Health
BSCN9200,Family Health,T,How can the nurse help alleviate isolation after a life-shortening diagnosis?,Ask interventive questions,Provide information,Encourage respite,Validate or normalize intense emotional responses,,,D,Canadian Fundamentals of Nursing,20 - Family Health
