CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,Answer,RelatedTextbook,RelatedChapter
PSYC9110,Intro to Psychology,T,A researcher is interested in whether the results of her experiment (conducted in Canada) would be the same if the experiment were conducted in China. This researcher is concerned with:,internal validity,external validity,statistical validity,none of the above,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Standard deviation is a measure of:,range,central tendency,inference,dispersion,D,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Generalization is a key issue in:,internal validity,external validity,a double-blind experiment,a single-blind experiment,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,"In an experiment examining the effect of mood on intelligence participants are randomly assigned to watch either a funny movie or a sad movie before they complete an IQ test. The funny movie is shown in a classroom, while the sad movie is shown in the student lounge. The most obvious problem with this experiment is:",lack of statistical validity,the IV is confounded,the use of random assignment,none of the above,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,In an experiment the researcher manipulates the ________ variable and measure the ________ variable.,"independent, dependent","dependent, independent","causal, spurious","spurious, causal",A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,The more exercise a person takes the fewer medical problems they report. This is an example of:,a curvilinear relationship,statistical independence,a positive correlation,a negative correlation,D,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,In a normal distribution most scores are located:,at the high end of the distribution,at the low end of the distribution,in the centre of the distribution,at the extremes of the distribution,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Data from a correlational study is usually shown as a:,scatterplot,pie chart,bar graph,b or c,A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,A researcher plans to assess intelligence by counting the number of times participants can hop on one leg in 60 seconds. An obvious problem with this is:,lack of statistical validity,number of hops is too subjective,lack of construct validity,lack of significance,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,A double-blind study is used to minimize the impact of:,experimenter bias,expectancy effects,both a and b,neither a nor b,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Correlation coefficients range from:,r = -1 to r = +1,r = 0 to r = +1,r = -1 to r = 0,r = +.5 to r = +1,A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,"In an experiment randomly assigned, participants drank wine or water. All participants then completed an anxiety questionnaire. In this experiment the IV was:",the results of the memory test,the participants,the random assignment,what the participants drank,D,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,"Research shows that the older a person is, the larger their vocabulary. This is an example of a :",positive correlation,negative correlation,causal correlation,partial correlation,A,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Three commonly used measures of central tendency are:,"range, standard deviation, median","median, mode, dispersion","mode, median, standard deviation","median, mode, mean",D,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,Dr. Maki questioned a group of 9th graders about their career aspirations. This is an example of a(n):,experiment,survey,case study,manipulation,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,"In an experiment looking at the effect of heat on performance, participants were randomly assigned to spend 20 minutes in a hot room painted blue or to spend 20 minutes in a cold room painted yellow. In this experiment the IV is confounded by:",lack of random sampling,the colour of the room,performance on the task,there is no confound,B,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,A researcher asks 250 students (from a school with 1000 pupils) to complete a survey about the cafeteria. The 250 students are a:,population,case study,sample,variable,C,Introduction to Psychology,3 - Psychological Science
PSYC9110,Intro to Psychology,T,What part of a neuron is responsible for receiving information?,axon,terminal fibre,dendrite,myelin sheath,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Electrical stimulation of the reticular formation would most likely cause an animal to:,sneeze,become blind,wake up if it had been sleeping,stop breathing,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,"In evolutionary terms, which is the oldest part of the brain?",the limbic system,the cortex,the right hemisphere,the brain stem,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The change in electrical charge that occurs in a neuron when a nerve impulse is transmitted is known as the:,action potential,synaptic change,refractory period,ionic charge,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Schizophrenia and Parkinson’s disease are both linked to changes in which neurotransmitter?,serotonin,glutamate,dopamine,acetylcholine,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The limbic system includes the:,"amygdala, hypothalamus, hippocampus","hypothalamus, medulla, hippocampus","hippocampus, pons, thalamus","cerebellum, pons, hypothalamus",A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The ________ is to feeling fear as the ________ is to feeling pleasure.,pons/medulla,amygdala/hypothalamus,thalamus/hypothalamus,cerebellum/amygdala,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The effect of neurotransmitters may be:,chemical or electrical,excitatory or inhibitory,positive or negative,active or passive,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The terminal buttons of a neuron are located at the end of its:,axon,dendrite,myelin sheath,nodes of ranvier,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which lobe is most closely associated with visual processing?,frontal,temporal,parietal,occipital,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,"Communication within neurons is ______, communication between neurons is ________.","excitatory, inhibitory","inhibitory, excitatory","chemical, electrical","electrical, chemical",D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which of the following is NOT a lobe of the brain?,frontal,dorsal,parietal,temporal,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,A person who is drunk may have difficulty walking in a straight line because the alcohol has impacted their:,thalamus,reticular formation,amygdala,cerebellum,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Neurotransmitters carry signals across the ________ ________.,refractory gap,axonal gap,synaptic gap,hippocampal gap,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The poison curare is a(n) ________ for the neurotransmitter acetylcholine.,antagonist,protagonist,agonist,cure,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Damage to the hippocampus is most likely to impair:,memory,balance,sleep,breathing,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which part of the limbic system is involved in an animal’s feeling of hunger?,thalamus,pons,hippocampus,hypothalamus,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The ________ ________ consists of glands that secrete hormones:,nervous system,immune system,endocrine system,cerebral cortex,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Testosterone is to ________ as estrogen is to ________.,"thyroid, parathyroid","testes, ovaries","sympathetic, parasympathetic","pancreas, pituitary",B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,What do we call the layer of fatty tissue surrounding the axon of some neurons?,cutaneous coating,myelin sheath,dendritic barrier,synaptic sleeve,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,"In the context of brain imaging, what does FMRI stand for?",fast moving recovery imaging,first moveable recording indicator,flexible motion resistance indicator,functional magnetic resonance imaging,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which lobe is primarily responsible for hearing and language?,temporal,parietal,frontal,occipital,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,"After a car accident, Rhodri had a lot of difficulty planning his day. This is most likely the result of damage to which lobe?",temporal,parietal,frontal,occipital,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which area of the brain-stem controls heart rate and breathing?,reticular formation,medulla,pons,thalamus,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which structure allows communication between the hemispheres?,reticular formation,temporal lobe,contralateral bridge,corpus callosum,D,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which part of the endocrine system is sometimes called the “master gland”?,adrenal gland,pancreas,pituitary gland,pineal gland,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which of the following is NOT part of the endocrine system?,pons,pancreas,parathyroid,pineal gland,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Where would you see the nodes of Ranvier?,on an axon,in the cell body,on a dendrite,a and c,A,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,The brain’s ability to change in response to experience or damage is called:,lateralization,lesioning,neuroplasticity,functionality,C,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Which is the most common neurotransmitter in the brain?,serotonin,glutamate,dopamine,GABA,B,Introduction to Psychology,"4 - Brains, Bodies, and Behaviour"
PSYC9110,Intro to Psychology,T,Sensation is to ________ as perception is to ________.,"vision, olfaction","conscious, unconscious","awareness, interpretation","taste, vision",C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Visual accommodation involves a change in which structure?,lens,cornea,retina,fovea,A,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,If object A overlaps object B we perceive object A as being closer. Which depth cue are we using?,relative size,linear perspective,proximity,interposition,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,________ is the ability to sense the position and movement of our body parts.,proprioaction,proprioception,proprioliction,proprioprediction,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,A researcher interested in the relationship between physical stimuli and our psychological experience would be studying:,extra sensory perception,proprioception,auditory realism,psychophysics,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,When a person enters a dark room their pupils ________ to allow more light to enter their eyes.,constrict,curve,dilate,a or c,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Wave ________ is to pitch as wave ________ is to loudness.,"length, frequency","peak, trough","pressure, distinctiveness","frequency, amplitude",D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,"In depth perception, accommodation would be most useful for which activity?",playing golf,threading a needle,driving a car,flying a kite,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,What is the visible part of the ear called?,pinna,funnel,tibia,cochlea,A,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,The optic nerve carries information to:,the retina then the cortex,the retina then the thalamus,the thalamus then the cortex,the cornea then the retina,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Where would you find tastebuds?,on the tongue,on the walls of the mouth,at the back of the throat,all of the above,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Damage to the ________ may cause sensorineural hearing loss.,eardrum,pinna,stapes,cilia,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Which are the 4 basic sensations our skin can detect?,"vibration, warmth, tingling, pain","pain, friction, cold, warmth","pain, pressure, hot, cold","itching, tickling, friction, aching",C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Which of the following is NOT one of the six senses?,proprioception,transduction,olfaction,taste,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Which of the following is a gestalt principle?,intensity,density,proximity,frequency,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,"When detecting colour, hue depends on wave ________ while brightness depends on ________.","height, length","length, height","intensity, consistency","consistency, intensity",B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,What is the stimulus for vision?,electromagnetic energy,electrovisual energy,electrostatic energy,electroconvulsive energy,A,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,People are more likely to notice a 50 cent increase in the price of a candy bar than they are to notice a 50 cent increase in the price of an iPad. This illustrates:,the absolute threshold,Weber’s law,signal detection,opponent processes,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,What is another term for difference threshold?,absolute threshold,difference adaptation,just noticeable difference,sensory differentiation,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,"According to the text, how many different taste sensations are there?",2,4,6,8,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Movement of hair cells in the ________ triggers nerve impulses which are sent to the brain.,pinna,cochlea,malleus,retina,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Which of the following is NOT part of the vestibular system?,horizontal canal,anterior canal,saccule,invicticule,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Damage to your olfactory membrane would most likely impair your ability to:,see,hear,smell,feel pain,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Which of the following is NOT a set of opponent colours according to opponent process theory?,red/blue,red/green,yellow/blue,white/black,A,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Your ability to focus on a TV show while ignoring the noise of your partner nagging about supper illustrates:,synesthesia,selective attention,sensory attention,sensory adaptation,B,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,The fact that you may notice a disgusting smell when you first walk into a room but stop noticing it if you stay in the room for a while illustrates:,synesthesia,selective attention,sensory attention,sensory adaptation,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,________ ________ theory argues that pain is determined by the operation of two types of nerve fibres in the spinal cord.,opponent process,Young Helmholtz,gate control,neural location,C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,The middle ear contains three little bones. They are:,"pinna, cochlea, cillia","incus, anvil, stapes","hammer, anvil, stirrup","tympani, ossicle, pinna",C,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,Signal detection analysis examines our ability to:,tell the difference between blue and green,detect signals of distress in a baby,detect the latent meaning of a dream,separate true signals from background noise,D,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,What do we call the field of psychology that focuses on improving the development of technology by using psychological knowledge?,human factors,signal detection,humanistic psychology,computer science,A,Introduction to Psychology,5 - Sensing & Perceiving
PSYC9110,Intro to Psychology,T,A dualist believes:,people have two personalities,life is better with a partner,there are two explanations for every behaviour,the mind is separate from the brain,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Prolonged sleep deprivation can result in:,impaired driving,increased anxiety,memory problems,all of the above,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which of the following is NOT one of the 4 primary classes of psychoactive drugs?,stimulant,barbiturate,depressant,hallucinogen,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,How long does a circadian rhythm last?,about an hour,about a day,about a month,about a year,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which of the following is a depressant?,alcohol,nicotine,LSD,caffeine,A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,"From birth to adulthood, the amount of sleep we need per night:",increases,decreases,stays the same,decreases then increases,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,________ waves are to wakefulness as ________ waves are to deep sleep.,"alpha, beta","beta, delta","alpha, delta","beta, theta",C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,What is another name for N3 stage sleep?,rapid eye movement sleep,beta wave sleep,dream sleep,slow wave sleep,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Caffeine is to ________ as alcohol is to ________.,"stimulant, depressant","stimulant, hallucinogen","stimulant, opioid","barbiturate, stimulant",A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,What did Freud regard as the primary function of dreams?,enhanced cognition,wish fulfilment,memory suppression,enhanced self-esteem,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,The body’s primary circadian pacemaker is the:,pineal gland,hippocampus,suprachiasmatic nucleus,amygdala,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,"According to the activation-synthesis theory of dreaming, dreams are triggered by the random firing of neurons in the:",right temporal lobe,suprachiasmatic nucleus,brain stem,hypothalamus,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,What is another name for hallucinogens?,poppies,psychedelics,epinephrine,stimulants,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,The term “hypnosis” is based on the Greek word for:,trance,drug,sleep,dream,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which is the odd one out?,opium,halcion,heroin,morphine,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,What did Freud call the hidden psychological content of a dream?,its manifest content,its literal content,its latent content,its soporific content,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which hormone helps us fall asleep?,nor-adrenalin,estrogen,oxytocin,melatonin,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which is the odd one out?,nicotine,alcohol,barbiturates,benzodiazepines,A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,The appearance of sleep spindles on a sleeper’s EEG recording would indicate they are in:,REM sleep,N1 stage sleep,N2 stage sleep,N3 stage sleep,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which of the following is NOT a sleep disorder?,narcolepsy,somnambulism,sleep apnea,epilepsy,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which of the following is NOT associated with REM sleep?,decreased limbic system activity,increased heart rate,genital arousal,dreaming,A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,"If you were looking at an EEG recording of a sleeping person and noticed theta waves, which stage of sleep would that indicate?",REM,N1,N2,N3,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,I am watching my friend sleep. If I want them to be able to tell me about their dreams I should wake them during:,REM,N1,N2,N3,A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,________ increase activity in the CNS while ________ reduce it.,"barbiturates, toxic inhalants","barbiturates, stimulants","stimulants, depressants","depressants, stimulants",C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,________ behaviour is to unconscious as ________ behaviour is to conscious.,"normal, abnormal","idiopathic, nomothetic","automatic, controlled","moral, immoral",C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,"When it comes to a drug’s “safety ratio” the bigger the ratio the, ________ drug.",more dangerous,less dangerous,more expensive,less expensive,B,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Taking a stimulant will probably cause:,an increase in blood sugar,constricted pupils,increased GABA production,all of the above,A,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Hallucinogens typically mimic which neurotransmitter?,GABA and acetylcholine,endorphins and dopamine,serotonin and epinephrine,dopamine and norepinephrine,C,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,________ is defined as persistent difficulty falling or staying asleep.,apnea,narcolepsy,bruxism,insomnia,D,Introduction to Psychology,6 - States of Consciousness
PSYC9110,Intro to Psychology,T,Which is the odd one out?,heroin,LSD,PCP,mescaline,B,Introduction to Psychology,6 - States of Consciousness
ANAT9140,Anatomy & Physiology I,P,Which of the following best defines homeostasis?,The ability of cells to reproduce,The maintenance of a stable internal environment,The body’s response to external stimuli only,The process of cellular respiration,B,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,P,Which feedback mechanism is most common in maintaining homeostasis?,Positive feedback,Negative feedback,Neutral feedback,Oscillating feedback,B,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,P,Which of the following is an example of positive feedback?,Regulation of blood glucose levels,Regulation of body temperature,Blood clotting,Blood pressure regulation,C,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,P,"In a homeostatic control system, the effector:",Detects a change in the environment,Compares input to a set point,Carries out a response to restore balance,Initiates the stimulus,C,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,P,"If body temperature rises above normal, which of the following responses would most likely occur?",Vasoconstriction of skin blood vessels,Increased sweating,Shivering,Increased metabolic heat production,B,Anatomy & Physiology (11th Ed.),2 - Homeostasis
ANAT9140,Anatomy & Physiology I,P,The first step in the scientific method is usually:,Forming a hypothesis,Making an observation,Conducting an experiment,Drawing a conclusion,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,A good scientific hypothesis must be:,Complex and detailed,A proven fact,Testable and falsifiable,Based only on opinions,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,"In an experiment, the independent variable is:",The factor that is measured,The factor that is manipulated,The result of the experiment,The uncontrolled factor,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,"In an experiment testing whether caffeine increases heart rate, the dependent variable is:",Amount of caffeine,Heart rate,Type of coffee used,Number of test subjects,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,Which of the following best describes the role of a control group?,It ensures the independent variable is manipulated,It serves as a standard of comparison,It eliminates the need for replication,It guarantees the hypothesis will be correct,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,Which of the following is not considered a basic characteristic of life?,Organization,Growth and development,Reproduction,Decay,D,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,The ability of an organism to sense and respond to changes in its environment is called:,Metabolism,Responsiveness,Homeostasis,Organization,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,Which characteristic of life is directly related to maintaining a stable internal environment?,Growth,Reproduction,Homeostasis,Metabolism,C,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,The chemical processes that provide energy and build cellular components are known as:,Anabolism and catabolism (metabolism),Homeostasis,Responsiveness,Development,A,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,Which of the following best describes development?,Increase in size of an organism,Changes that occur from fertilization to maturity,Ability to reproduce offspring,Maintenance of internal stability,B,Anatomy & Physiology (11th Ed.),1 - Organization of the Body
ANAT9140,Anatomy & Physiology I,P,Which of the following is found in both prokaryotes and eukaryotes?,Nucleus,Ribosomes,Mitochondria,Endoplasmic reticulum,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Prokaryotic cells differ from eukaryotic cells because they:,Contain membrane-bound organelles,Have circular DNA not enclosed in a nucleus,Have a cytoplasm and plasma membrane,Are always multicellular,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which of the following structures is unique to eukaryotes?,Plasma membrane,DNA,Golgi apparatus,Ribosomes,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Bacteria are classified as:,Prokaryotic cells,Eukaryotic cells,Plant cells,Animal cells,A,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which statement best describes the size difference between prokaryotes and eukaryotes?,Prokaryotes are larger on average,They are the same size,Eukaryotes are generally larger and more complex,Size is unrelated to complexity,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,"Which organelle is considered the ""control center"" of the cell because it houses genetic material?",Mitochondria,Nucleus,Endoplasmic reticulum,Ribosomes,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,The mitochondria are responsible for:,Synthesizing proteins,Producing ATP through cellular respiration,Packaging proteins for export,Breaking down waste with enzymes,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Ribosomes are found:,Only in the nucleus,Attached to the rough ER and free-floating in the cytoplasm,Only in mitochondria,Only on the plasma membrane,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,"Which organelle modifies, sorts, and packages proteins for secretion?",Smooth ER,Golgi apparatus,Lysosome,Centrosome,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which of the following is a function of the smooth ER?,Protein synthesis,Lipid synthesis and detoxification,ATP production,Chromosome storage,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Passive transport differs from active transport because it:,Requires ATP,Moves molecules from low to high concentration,Moves molecules down their concentration gradient without energy input,Uses pumps to move ions,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which of the following is not a type of passive transport?,Simple diffusion,Facilitated diffusion,Osmosis,Sodium-potassium pump,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Osmosis is the diffusion of:,Solutes through the lipid bilayer,Water through a selectively permeable membrane,Water through protein pumps,Ions against their concentration gradient,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Facilitated diffusion requires:,ATP hydrolysis,A carrier or channel protein,Vesicles,Energy stored in ion gradients,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If a red blood cell is placed in a hypertonic solution, what happens?",It swells and bursts (lysis),It shrinks (crenates),It stays the same size,It actively pumps out water,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Active transport differs from passive transport because it:,Moves molecules down their concentration gradient,Requires energy to move molecules against their gradient,Involves osmosis through the lipid bilayer,Does not require carrier proteins,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,The primary energy source for most active transport is:,Glucose,ATP,GTP,Oxygen,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"When a molecule moves against its concentration gradient, it:",Moves from high to low concentration,Requires energy input,Occurs by diffusion,Is driven by water potential,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,The sodium-potassium pump moves ions in which direction?,"2 Na⁺ in, 3 K⁺ out","3 Na⁺ in, 2 K⁺ out","3 Na⁺ out, 2 K⁺ in","2 Na⁺ out, 3 K⁺ in",C,Anatomy & Physiology (11th Ed.),6 - Cell Function
