CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
ANAT9140,Anatomy & Physiology I,T,Transcription can best be described as the,reading the mRNA codons by tRNA,synthesis of polypeptides at a ribosomal site,synthesis of tRNA,synthesis of mRNA,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"In the DNA molecule, a sequence of three base pairs forms a(n)",polymerase,anticodon,codon,none of these,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"Mitosis is subdivided into four phases, including all of the following except",anaphase,metaphase,karyophase,prophase,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Replication of DNA occurs in which phase of interphase?,G2 phase,M phase,G1 phase,S phase,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Normal mitosis results in,cells that are genetically identical to the parent cell,cells that are not genetically identical to the parent cell,cells that are polyploidy,cells that are haploid,,,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,In which stage of mitosis do chromosomes move to the opposite ends of the cells along the spindle fibers?,prophase,metaphase,anaphase,telophase,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Which of the following phases is NOT correctly matched with its description?,telophase - nuclear envelope reappears,anaphase - mitosis is complete,prophase - chromatin condenses into chromosomes,metaphase - chromosomes align along the centre of the cell,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,The total number of 46 chromosomes per cell is referred to as _________ number.,polyploid,haploid,myoid,diploid,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Which of the following is not a characteristic of meiosis?,four haploid gametes,two steps of cell division,a reduction division,two haploid gametes,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Meiotic division occurs in,primitive sex cells,body cells and primitive sex cells,body cells,somatic cells,,,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,Meiosis is called “reduction division” because,the sizes of the chromosomes are reduced,the cells reduce in number,the cells reduce in size,the number of chromosomes is reduced by half,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,The result of meiosis is,four daughter cells that are haploid,two daughter cells that are identical to the parent cell,four daughter cells that are identical to the parent cell,two daughter cells that are haploid,,,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,T,"When viewing a specimen through a light microscope, scientists use ________ to distinguish the individual components of cells.",a beam of electrons,radioactive isotopes,special stains,high temperatures,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The ________ is the basic unit of life.,organism,cell,tissue,organ,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Prokaryotes depend on ________ to obtain some materials and to get rid of wastes.,ribosomes,flagella,cell division,diffusion,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Bacteria that lack fimbriae are less likely to ________.,adhere to cell surfaces,swim through bodily fluids,synthesize proteins,retain the ability to divide,,,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following organisms is a prokaryote?,amoeba,influenza A virus,charophyte algae,E. coli,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is surrounded by two phospholipid bilayers?,the ribosomes,the vesicles,the cytoplasm,the nucleoplasm,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Peroxisomes got their name because hydrogen peroxide is:,used in their detoxification reactions,produced during their oxidation reactions,incorporated into their membranes,a cofactor for the organelles’ enzymes,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"In plant cells, the function of the lysosomes is carried out by __________.",vacuoles,peroxisomes,ribosomes,nuclei,,,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is both in eukaryotic and prokaryotic cells?,nucleus,mitochondrion,vacuole,ribosomes,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Tay-Sachs disease is a genetic disorder that results in the destruction of neurons due to a buildup of sphingolipids in the cells. Which organelle is malfunctioning in Tay-Sachs?,lysosome,endoplasmic reticulum,peroxisome,mitochondria,,,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is not a component of the endomembrane system?,mitochondrion,Golgi apparatus,endoplasmic reticulum,lysosome,,,A,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The process by which a cell engulfs a foreign particle is known as:,endosymbiosis,phagocytosis,hydrolysis,membrane synthesis,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following is most likely to have the greatest concentration of smooth endoplasmic reticulum?,a cell that secretes enzymes,a cell that destroys pathogens,a cell that makes steroid hormones,a cell that engages in photosynthesis,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following sequences correctly lists in order the steps involved in the incorporation of a proteinaceous molecule within a cell?,protein synthesis of the protein on the ribosome; modification in the Golgi apparatus; packaging in the endoplasmic reticulum; tagging in the vesicle,synthesis of the protein on the lysosome; tagging in the Golgi; packaging in the vesicle; distribution in the endoplasmic reticulum,synthesis of the protein on the ribosome; modification in the endoplasmic reticulum; tagging in the Golgi; distribution via the vesicle,synthesis of the protein on the lysosome; packaging in the vesicle; distribution via the Golgi; tagging in the endoplasmic reticulum,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Congenital disorders of glycosylation are a growing class of rare diseases. Which organelle would be most commonly involved in the glycoprotein disorder portion of the group?,RER,ribosomes,endosomes,Golgi apparatus,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following have the ability to disassemble and reform quickly?,microfilaments and intermediate filaments,microfilaments and microtubules,intermediate filaments and microtubules,only intermediate filaments,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following do not play a role in intracellular movement?,microfilaments and intermediate filaments,microfilaments and microtubules,intermediate filaments and microtubules,only intermediate filaments,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"In humans, _____ are used to move a cell within its environment while _____ are used to move the environment relative to the cell.",cilia; pseudopodia,flagella; cilia,microtubules; flagella,microfilaments; microtubules,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following are only in plant cells?,gap junctions,desmosomes,plasmodesmata,tight junctions,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The key components of desmosomes are cadherins and __________.,actin,microfilaments,intermediate filaments,microtubules,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Diseased animal cells may produce molecules that activate death cascades to kill the cells in a controlled manner. Why would neighboring healthy cells also die?,The death molecule is passed through desmosomes.,The death molecule is passed through plasmodesmata.,The death molecule disrupts the extracellular matrix.,The death molecule passes through gap junctions.,,,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which plasma membrane component can be either found on its surface or embedded in the membrane structure?,protein,cholesterol,carbohydrate,phospholipid,,,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which characteristic of a phospholipid contributes to the fluidity of the membrane?,its head,cholesterol,a saturated fatty acid tail,double bonds in the fatty acid tail,,,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What is the primary function of carbohydrates attached to the exterior of cell membranes?,identification of the cell,flexibility of the membrane,strengthening the membrane,channels through membrane,,,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Water moves via osmosis _________.,throughout the cytoplasm,from an area with a high concentration of other solutes to a lower one,from an area with a high concentration of water to one of lower concentration,from an area with a low concentration of water to higher concentration,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,The principal force driving movement in diffusion is the __________.,temperature,particle size,concentration gradient,membrane surface area,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What problem is faced by organisms that live in fresh water?,Their bodies tend to take in too much water.,They have no way of controlling their tonicity.,Only salt water poses problems for animals that live in it.,Their bodies tend to lose too much water to their environment.,,,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,In which situation would passive transport not use a transport protein for entry into a cell?,water flowing into a hypertonic environment,glucose being absorbed from the blood,an ion flowing into a nerve cell to create an electrical potential,oxygen moving into a cell after oxygen deprivation,,,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Active transport must function continuously because __________.,plasma membranes wear out,not all membranes are amphiphilic,facilitated transport opposes active transport,diffusion is constantly moving solutes in opposite directions,,,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,How does the sodium-potassium pump make the interior of the cell negatively charged?,by expelling anions,by pulling in anions,by expelling more cations than are taken in,by taking in and expelling an equal number of cations,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What is the combination of an electrical gradient and a concentration gradient called?,potential gradient,electrical potential,concentration potential,electrochemical gradient,,,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What happens to the membrane of a vesicle after exocytosis?,It leaves the cell.,It is disassembled by the cell.,It fuses with and becomes part of the plasma membrane.,It is used again in another exocytosis event.,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which transport mechanism can bring whole cells into a cell?,pinocytosis,phagocytosis,facilitated transport,primary active transport,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,In what important way does receptor-mediated endocytosis differ from phagocytosis?,It transports only small amounts of fluid.,It does not involve the pinching off of membrane.,It brings in only a specifically targeted substance.,"It brings substances into the cell, while phagocytosis removes substances.",,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Many viruses enter host cells through receptor-mediated endocytosis. What is an advantage of this entry strategy?,The virus directly enters the cytoplasm of the cell.,The virus is protected from recognition by white blood cells.,The virus only enters its target host cell type.,The virus can directly inject its genome into the cell’s nucleus.,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which of the following organelles relies on exocytosis to complete its function?,Golgi apparatus,vacuole,mitochondria,endoplasmic reticulum,,,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,"Imagine a cell can perform exocytosis, but only minimal endocytosis. What would happen to the cell?",The cell would secrete all its intracellular proteins.,The plasma membrane would increase in size over time.,The cell would stop expressing integral receptor proteins in its plasma membrane.,The cell would lyse.,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Energy is stored long-term in the bonds of _____ and used short-term to perform work from a(n) _____ molecule.,ATP : glucose,an anabolic molecule : catabolic molecule,glucose : ATP,a catabolic molecule : anabolic molecule,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,"DNA replication involves unwinding two strands of parent DNA, copying each strand to synthesize complementary strands, and releasing the parent and daughter DNA. Which of the following accurately describes this process?",This is an anabolic process.,This is a catabolic process.,This is both anabolic and catabolic.,This is a metabolic process but is neither anabolic nor catabolic.,,,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following comparisons or contrasts between endergonic and exergonic reactions is false?,Endergonic reactions have a positive ∆G and exergonic reactions have a negative ∆G.,Endergonic reactions consume energy and exergonic reactions release energy.,Both endergonic and exergonic reactions require a small amount of energy to overcome an activation barrier.,Endergonic reactions take place slowly and exergonic reactions take place quickly.,,,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following is not an example of an energy transformation?,turning on a light switch,solar panels at work,formation of static electricity,none of the above,,,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,The energy released by the hydrolysis of ATP is____,primarily stored between the alpha and beta phosphates,equal to −57 kcal/mol,harnessed as heat energy by the cell to perform work,providing energy to coupled reactions,,,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following molecules is likely to have the most potential energy?,sucrose,ATP,glucose,ADP,,,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following is not true about enzymes:,They increase ∆G of reactions.,They are usually made of amino acids.,They lower the activation energy of chemical reactions.,Each one is specific to the particular substrate(s) to which it binds.,,,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,An allosteric inhibitor does which of the following?,"Binds to an enzyme away from the active site and changes the conformation of the active site, increasing its affinity for substrate binding.",Binds to the active site and blocks it from binding substrate.,"Binds to an enzyme away from the active site and changes the conformation of the active site, decreasing its affinity for the substrate.",Binds directly to the active site and mimics the substrate.,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,The energy currency used by cells is ________.,ATP,ADP,AMP,adenosine,,,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,A reducing chemical reaction ________.,reduces the compound to a simpler form,adds an electron to the substrate,removes a hydrogen atom from the substrate,is a catabolic reaction,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,"During the second half of glycolysis, what occurs?",ATP is used up.,Fructose is split in two.,ATP is made.,Glucose becomes fructose.,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What is removed from pyruvate during its conversion into an acetyl group?,oxygen,ATP,B vitamin,carbon dioxide,,,D,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What do the electrons added to NAD+ do?,They become part of a fermentation pathway.,They go to another pathway for ATP production.,They energize the entry of the acetyl group into the citric acid cycle.,They are converted to NADP.,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,How many NADH molecules are produced on each turn of the citric acid cycle?,one,two,three,four,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What compound receives electrons from NADH?,FMN,ubiquinone,cytochrome c1,oxygen,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,Chemiosmosis involves ________.,the movement of electrons across the cell membrane,the movement of hydrogen atoms across a mitochondrial membrane,the movement of hydrogen ions across a mitochondrial membrane,the movement of glucose through the cell membrane,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,Which of the following fermentation methods can occur in animal skeletal muscles?,lactic acid fermentation,alcohol fermentation,mixed acid fermentation,propionic fermentation,,,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,The effect of high levels of ADP is to ________ in cellular respiration.,increase the activity of specific enzymes,decrease the activity of specific enzymes,have no effect on the activity of specific enzymes,slow down the pathway,,,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,The control of which enzyme exerts the most control on glycolysis?,hexokinase,phosphofructokinase,glucose-6-phosphatase,aldolase,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which structure is present in all cells?,nucleus,mitochondria,plasma membrane,chloroplast,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which structure houses prokaryotic DNA?,nucleus,nucleoid,plasmid,mitochondrion,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which adaptation allows eukaryotic cells to overcome surface area-to-volume limitations?,flagella,folded membranes,cilia,cell wall,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which organelle is continuous with the nuclear envelope?,Golgi apparatus,mitochondrion,endoplasmic reticulum,lysosome,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,The nucleolus is responsible for:,DNA replication,ribosome subunit assembly,lipid synthesis,protein modification,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,"Which organelle is known as the ""powerhouse of the cell""?",chloroplast,mitochondrion,lysosome,peroxisome,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which organelle contains digestive enzymes for breaking down macromolecules?,Golgi apparatus,lysosome,peroxisome,vacuole,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which organelle is abundant in liver cells for detoxification?,rough ER,smooth ER,mitochondria,chloroplast,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which cytoskeletal element is composed of actin?,microtubules,intermediate filaments,microfilaments,centrioles,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which cytoskeletal element is most important for chromosome movement during mitosis?,microfilaments,intermediate filaments,microtubules,keratin,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which junction allows ions and small molecules to pass directly between animal cells?,tight junctions,desmosomes,gap junctions,plasmodesmata,,,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which organelle contains enzymes that neutralize hydrogen peroxide?,lysosome,peroxisome,mitochondrion,chloroplast,,,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,AI,Which model best describes the current understanding of plasma membrane structure?,Sandwich model,Fluid mosaic model,Unit membrane model,Lipid raft model,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which components make up the majority of the plasma membrane?,Proteins and nucleic acids,Phospholipids and cholesterol,Carbohydrates and nucleic acids,Cellulose and proteins,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which part of a phospholipid is hydrophilic?,Fatty acid tails,Glycerol backbone,Phosphate head,Hydrocarbon chain,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which term describes molecules with both hydrophilic and hydrophobic regions?,Isotonic,Amphiphilic,Hypertonic,Hydrophobic,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,What is the role of cholesterol in the plasma membrane?,Energy storage,Protein synthesis,Buffering membrane fluidity,Cell recognition,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Carbohydrates on the cell surface are bound to proteins or lipids to form:,Nucleoproteins and lipoproteins,Glycoproteins and glycolipids,Proteoglycans and phospholipids,Enzymes and receptors,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,The glycocalyx is important for:,ATP production,Cell recognition and adhesion,Protein synthesis,Membrane rigidity,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which type of protein spans the entire membrane?,Peripheral protein,Integral protein,Surface protein,Enzymatic protein,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which molecules can easily diffuse through the lipid bilayer?,Ions and glucose,Large polar molecules,Oxygen and carbon dioxide,Proteins and nucleic acids,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,What is the driving force behind diffusion?,ATP hydrolysis,Concentration gradient,Protein pumps,Endocytosis,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Osmosis specifically refers to the movement of:,Solutes,Proteins,Water,Lipids,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which transport process requires energy input from the cell?,Simple diffusion,Facilitated diffusion,Active transport,Osmosis,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Endocytosis that brings in large particles or cells is called:,Pinocytosis,Phagocytosis,Receptor-mediated endocytosis,Exocytosis,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which form of endocytosis is highly specific due to receptor binding?,Phagocytosis,Pinocytosis,Receptor-mediated endocytosis,Exocytosis,,,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Exocytosis results in:,Release of substances outside the cell,Engulfing of large particles,Passive diffusion of ions,Water movement across membranes,,,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which factor does NOT affect the rate of diffusion?,Concentration gradient,Temperature,Molecular mass,ATP availability,,,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which membrane adaptation helps organisms in cold environments maintain fluidity?,Increased saturated fatty acids,Increased unsaturated fatty acids,Decreased cholesterol,Thicker cell walls,,,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,AI,Which term refers to all of the chemical reactions occurring inside a cell?,Metabolism,Catabolism,Anabolism,Homeostasis,,,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of metabolic pathway builds complex molecules from simpler ones?,Catabolic,Anabolic,Exergonic,Spontaneous,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of metabolic pathway breaks down complex molecules into simpler ones?,Anabolic,Catabolic,Endergonic,Equilibrium,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,The primary energy currency of the cell is:,Glucose,ATP,NADH,GTP,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which molecule is directly produced during the breakdown of glucose and used to power cellular work?,NADPH,ATP,Starch,Glycogen,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of energy is associated with motion?,Potential energy,Kinetic energy,Chemical energy,Activation energy,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of energy is stored in the bonds of molecules?,Kinetic energy,Potential energy,Chemical energy,Thermal energy,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,The energy available to do work in a system is called:,Entropy,Free energy,Activation energy,Potential energy,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Reactions that release free energy are called:,Endergonic,Exergonic,Anabolic,Nonspontaneous,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Reactions that require an input of energy are called:,Exergonic,Spontaneous,Endergonic,Catabolic,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,The small amount of energy required to initiate any chemical reaction is called:,Free energy,Activation energy,Potential energy,Kinetic energy,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,"Which state represents the unstable, high‑energy condition reactants must reach before a reaction proceeds?",Equilibrium state,Transition state,Homeostasis,Entropy,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which factor typically supplies activation energy in biological systems?,Light energy,Heat from surroundings,ATP hydrolysis,Oxygen,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which law of thermodynamics states that energy cannot be created or destroyed?,First law,Second law,Third law,Law of entropy,,,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which law of thermodynamics states that every energy transfer increases disorder (entropy)?,First law,Second law,Third law,Law of conservation,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,"In living cells, why is equilibrium never reached?",Cells are closed systems,Cells constantly exchange matter and energy,Entropy is zero,ATP prevents equilibrium,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of reaction is the breakdown of glucose into CO2 and water?,Anabolic,Endergonic,Catabolic,Nonspontaneous,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of reaction is the synthesis of glucose from CO2 and H2O?,Catabolic,Exergonic,Anabolic,Spontaneous,,,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which molecule is often used as an electron carrier in metabolism?,ATP,NAD+,Glucose,O2,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Enzymes speed up reactions by:,Increasing free energy,Lowering activation energy,Changing ΔG,Providing heat,,,B,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,AI,Which type of reaction involves the loss of electrons?,Reduction,Oxidation,Hydrolysis,Phosphorylation,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which molecule acts as an oxidizing agent in cellular respiration?,ATP,NAD+,Glucose,O2,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,The reduced form of NAD+ is:,NADH,NADPH,FAD,FADH2,,,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which electron carrier is derived from vitamin B2 (riboflavin)?,NAD+,NADH,FAD,FADH2,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Most of the energy used by cells is carried in the form of:,Glucose,ATP,NADH,GTP,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which process directly generates a small amount of ATP by transferring a phosphate group from a substrate to ADP?,Oxidative phosphorylation,Substrate-level phosphorylation,Chemiosmosis,Fermentation,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which process produces the majority of ATP during cellular respiration?,Glycolysis,Citric acid cycle,Fermentation,Oxidative phosphorylation,,,D,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Where does glycolysis occur in the cell?,Mitochondrial matrix,Inner mitochondrial membrane,Cytoplasm,Intermembrane space,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,What is the net gain of ATP molecules from glycolysis per glucose?,1,2,4,6,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which enzyme catalyzes the phosphorylation of glucose in the first step of glycolysis?,Aldolase,Hexokinase,Phosphofructokinase,Pyruvate kinase,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,"Which enzyme catalyzes the final step of glycolysis, producing pyruvate?",Hexokinase,Phosphoglucose isomerase,Phosphofructokinase,Pyruvate kinase,,,D,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,What is the end product of glycolysis?,Acetyl CoA,Pyruvate,Lactate,Ethanol,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,"Before entering the citric acid cycle, pyruvate is converted into:",Lactate,Acetyl CoA,Ethanol,Glucose,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which molecule combines with acetyl CoA to form citrate in the citric acid cycle?,Succinate,Oxaloacetate,Fumarate,Malate,,,B,Biology 2e,7 - Cellular Respiration
